id,value
1,8708301000
1,8704519010
1,8704601010
1,8704439010
1,8704419010
1,8714941000
1,8707901000
1,8707902000
1,8707903000
1,8707904000
1,8704519090
1,8708302000
1,8704529090
1,8708303000
1,8704609090
1,8704909090
1,8704609010
1,8708309000
1,8704601020
1,8704529010
2,106903090
2,102901000
2,106196010
2,106195010
2,511919000
2,511911090
2,3101001000
2,511993010
2,511993020
2,102219000
2,511912000
2,106909000
2,102909090
2,511991000
2,511999030
2,511996000
2,511999090
2,511995090
2,511993090
2,511992090
3,303899080
3,303898000
3,303899091
3,303899050
3,303892000
3,303893010
3,302895000
3,303894000
3,303810000
3,303899092
3,304894000
3,303891000
3,303899020
3,303895090
3,303893090
3,303899099
3,303896000
3,303821000
3,303822000
3,302899090
4,8703109000
4,7113209000
4,8703601000
4,8708991010
4,8703701000
4,8708991020
4,8703329010
4,8708991030
4,8703702000
4,8311901000
4,8703241020
4,8311101000
4,8703502000
4,7114200000
4,8703602000
4,8207300000
4,8703802000
4,8708959000
4,8703329020
4,8708999000
4,8703338000
4,8311201000
4,8703102000
4,9111901000
4,8703402000
4,8462110000
4,8703321010
4,7113201000
4,8703801000
4,7113203000
4,8703337000
4,7113202000
4,8703317000
4,7115901090
4,8703249010
4,7115909090
4,8703401000
4,8708991050
4,8703501000
4,8708991040
5,9403609090
5,9403609010
5,9403301000
5,9403601000
5,9403609030
5,9403501000
5,9403401000
5,9403990000
5,9403890000
5,3926300000
5,9403830000
5,9403209000
5,9403820000
5,9403700000
5,9403201000
5,9403309000
5,9403100000
5,9403409000
5,9403609020
5,9403509000
6,8419899010
6,8422409010
6,8419899080
6,8422404000
6,8438501000
6,8422409090
6,8422902000
6,8419891000
6,8422409030
6,8419899070
6,8438400000
6,8419899020
6,8431430000
6,8419899040
6,8419899030
6,8419899050
6,8438101000
6,8419899090
6,8438809000
6,8438109000
8,7115909090
8,8461402000
8,7115909010
8,8805109010
8,8311201000
8,8460900000
8,8311901000
8,8461300000
8,7112919000
8,6402190000
8,7112929000
8,8461200000
8,8311109000
8,8461500000
8,7112911000
8,6109109000
8,7112921000
8,6109902090
8,8311909000
8,6109903090
8,8311209000
8,6109901090
8,7115901090
8,8461401090
8,7112999000
8,6109909090
8,7113209000
8,8461401010
8,7113203000
8,8805101090
8,7113201000
8,8805102090
8,7113202000
8,8805109090
8,7114200000
8,8461900000
8,7115909020
8,8805101010
8,8311101000
8,8805102010
9,8467810000
9,8205593000
9,8467920000
9,8207709000
9,8207809000
9,8205591000
9,8467910000
9,8207909000
9,8207704000
9,8207701000
9,8205109000
9,8467899000
9,8207609000
9,8467891090
9,8467891010
9,8467891020
9,8205510000
9,8207801000
9,8207901000
9,8205599000
11,810909000
11,810600000
11,810905000
11,810500000
11,2007919000
11,810400000
11,2007911000
11,2001901000
11,2009892000
11,2009891090
11,2005999000
11,709999000
11,709609000
11,813409000
11,805900000
11,810709000
11,810100000
11,810903000
11,813402000
11,813401000
12,8708991050
12,8708951000
12,8714990000
12,8704601010
12,8708100000
12,8704901010
12,8704909090
12,8708400000
12,8708700000
12,8708309000
12,8704609010
12,8708991040
12,8704609090
12,8708991030
12,8708991020
12,8708991010
12,8708959000
12,8708999000
12,8708910000
12,8708930000
13,8708991050
13,8708951000
13,8714990000
13,8704601010
13,8708100000
13,8704901010
13,8704909090
13,8708400000
13,8708700000
13,8708309000
13,8704609010
13,8708991040
13,8704609090
13,8708991030
13,8708991020
13,8708991010
13,8708959000
13,8708999000
13,8708910000
13,8708930000
14,3824992210
14,3824995100
14,3824996300
14,3824999010
14,3824996500
14,3824997200
14,3824600000
14,3824999052
14,3824994300
14,3824991000
14,3824997400
14,3825690000
14,3824997300
14,3824992900
14,3824992290
14,3824993990
14,3824999090
14,3825610000
14,3824999051
14,3824994200
16,8542900000
16,8549392000
16,8542321030
16,8549391000
16,8543901000
16,8549319000
16,9403910000
16,8542332000
16,8542322000
16,8542333000
16,8542323000
16,8549999000
16,8542331000
16,8542321090
16,8549399000
16,8542392000
16,8542393000
16,9403990000
16,8542391000
16,8542394000
17,4303101900
17,4303101100
17,4303101600
17,4303102920
17,4303101200
17,4303102200
17,4203103070
17,4203103050
17,4203102000
17,4203103010
17,4203101010
17,4303102990
17,4203109010
17,4203400000
17,4203101090
17,4203103090
17,4203109090
17,4303101300
17,4303102100
17,4303102600
18,210190000
18,210910000
18,210930000
18,208909090
18,2301101000
18,204500000
18,1602509000
18,208300000
18,204430000
18,1602499000
18,208901000
18,210209000
18,1602209000
18,210201000
18,210120000
18,210110000
18,210999020
18,210999090
18,210991090
18,210991010
19,1602399000
19,207542090
19,207442090
19,207452090
19,207551000
19,207603210
19,207604210
19,8436211000
19,207552010
19,1602311000
19,8436290000
19,1602391000
19,207541000
19,207604290
19,207603290
19,1602319000
19,207552090
19,8436219000
19,207604100
19,207603100
20,2206009090
20,2206001020
20,8462322010
20,8462321010
20,2403191000
20,2206009010
20,2106901020
20,2403911000
20,2403110000
20,2401109000
20,2403991000
20,2206002090
20,2403199000
20,2206001090
20,8462321090
20,8462322090
20,2206002030
20,2206002020
20,2206002010
20,2206001010
21,1602399000
21,207542090
21,207452090
21,207442090
21,207551000
21,207603210
21,207604210
21,1602311000
21,207552010
21,8436211000
21,1602329000
21,1602391000
21,1602321090
21,1602319000
21,207604290
21,207603290
21,207552090
21,8436219000
21,207604100
21,207603100
22,8807909000
22,5308901000
22,8704901010
22,6305320000
22,5308100000
22,5308909000
22,8901901000
22,8807301000
22,5308200000
22,8901902000
22,8807902000
22,6305900000
22,8704909020
22,8704909090
22,6305390000
22,6305200000
22,6305100000
22,3006921090
22,8704901020
22,6305330000
23,8438101000
23,8438501000
23,8422404000
23,8419899090
23,8431430000
23,8422409090
23,8422902000
23,8419899080
23,8438400000
23,8440109000
23,8422409030
23,8419899010
23,8422409020
23,8419899020
23,8419899040
23,8419899030
23,8419899050
23,8438809000
23,8438109000
23,8422409010
24,203299000
24,304891000
24,304999000
24,207551000
24,207552010
24,304893000
24,304860000
24,304892000
24,204430000
24,304911000
24,304921000
24,304991000
24,204420000
24,304899000
24,203210000
24,207552090
24,304895000
24,304840000
24,304894000
24,304850000
25,7315890000
25,2106903029
25,210690909
25,2106901090
25,2106909099
25,2106903019
25,1806902920
25,180690211
25,2106909030
25,210690302
25,2106903021
25,7315810000
25,2309102000
25,7315200000
25,7315820000
25,7315120000
25,7315110000
25,2309101000
25,7315190000
25,7315900000
26,9506910000
26,9506190000
26,9506700000
26,9506110000
26,8479101000
26,9506120000
26,9506399000
26,9506320000
26,9506599000
26,9506290000
26,9506391000
26,9506990000
26,9506310000
26,8479109000
26,8479909010
26,9506409000
26,9506403000
26,9506401000
26,9506402000
26,8479102000
27,210190000
27,210910000
27,210930000
27,208909090
27,208300000
27,208901000
27,2301101000
27,1602499000
27,204500000
27,1602509000
27,208909010
27,210209000
27,1602319000
27,210120000
27,210201000
27,210110000
27,210999020
27,210999090
27,210991090
27,210991010
28,203299000
28,304891000
28,304999000
28,207551000
28,207552010
28,304893000
28,304860000
28,304892000
28,204430000
28,304911000
28,304921000
28,304991000
28,204420000
28,304899000
28,203210000
28,207552090
28,304895000
28,304840000
28,304894000
28,304850000
29,203299000
29,304891000
29,304999000
29,207551000
29,207552010
29,304893000
29,304860000
29,304892000
29,204430000
29,304911000
29,304921000
29,304991000
29,204420000
29,304899000
29,203210000
29,207552090
29,304895000
29,304840000
29,304894000
29,304850000
30,203299000
30,304891000
30,304999000
30,207551000
30,207552010
30,304893000
30,304860000
30,304892000
30,204430000
30,304911000
30,304921000
30,304991000
30,204420000
30,304899000
30,203210000
30,207552090
30,304895000
30,304840000
30,304894000
30,304850000
31,2202991000
31,2202992000
31,1605542099
31,1603001000
31,1605599010
31,1603002000
31,1605592010
31,1603003000
31,1605591010
31,1603004000
31,1605409000
31,8438801000
31,2106901020
31,2202109000
31,2206009090
31,2202101000
31,2206002090
31,1603009000
31,2206001090
31,1601009000
31,2206002010
31,1605550000
31,1605592090
31,2202991000
31,2206002030
31,7320909000
31,1605599090
31,2202999000
31,1605591090
31,2106901020
31,2202992000
31,2202993000
31,1605550000
31,1605599090
31,7320909000
31,1605591090
31,2206009010
31,1605592090
31,160554209
31,2202910000
32,210190000
32,210910000
32,210930000
32,208909090
32,208300000
32,208901000
32,2301101000
32,1602499000
32,204500000
32,1602509000
32,208909010
32,210209000
32,1602319000
32,210120000
32,210201000
32,210110000
32,210999020
32,210999090
32,210991090
32,210991010
33,303899080
33,303898000
33,303899091
33,303899050
33,303892000
33,302895000
33,303893010
33,303894000
33,303810000
33,303899092
33,302899020
33,303891000
33,303899020
33,303895090
33,303899099
33,303893090
33,303896000
33,302899090
33,303821000
33,303822000
34,203299000
34,304891000
34,304999000
34,207551000
34,207552010
34,304893000
34,304860000
34,304892000
34,204430000
34,304911000
34,304921000
34,304991000
34,204420000
34,304899000
34,203210000
34,207552090
34,304895000
34,304840000
34,304894000
34,304850000
35,210190000
35,210910000
35,210930000
35,208909090
35,1602499000
35,1602509000
35,1602319000
35,2301101000
35,1602209000
35,1602100000
35,208300000
35,210209000
35,1602399000
35,210201000
35,210120000
35,210110000
35,210999020
35,210999090
35,210991090
35,210991010
36,8703601000
36,8703501000
36,8703102000
36,4011109000
36,8703502000
36,8703702000
36,8703602000
36,8703338000
36,8703402000
36,8703329020
36,8703321020
36,8703249010
36,8703318000
36,8703801000
36,8703321010
36,8703701000
36,8703329010
36,8703337000
36,8703401000
36,8703317000
37,8703109000
37,8703602000
37,8703702000
37,8703502000
37,8703402000
37,8703329020
37,8703321020
37,8703318000
37,8703249020
37,8703338000
37,8703241020
37,8703102000
37,8703802000
37,8707902000
37,8707901000
37,8707904000
37,8707903000
37,8703900000
37,8707100000
37,8704909090
38,8703109000
38,8703602000
38,8703702000
38,8703502000
38,8703402000
38,8703329020
38,8703321020
38,8703318000
38,8703249020
38,8703338000
38,8703241020
38,8703102000
38,8703802000
38,8707902000
38,8707901000
38,8707904000
38,8707903000
38,8703900000
38,8707100000
38,8704909090
39,9031809010
39,9030820000
39,9030333000
39,9030393000
39,9030339000
39,9030399000
39,9031809060
39,9031809020
39,9030320000
39,9030310000
39,9030100000
39,9030396000
39,9030890000
39,9030400000
39,9030331000
39,9030332000
39,9030391000
39,9030392000
39,9030334000
39,9030394000
40,9018908900
40,9018907000
40,9018903000
40,9018901000
40,9018492000
40,9018491000
40,9018419000
40,9018498000
40,9018906000
40,9018499000
40,9018411000
40,9018908190
40,9018209000
40,9018902090
40,9018501090
40,9018501010
40,9018902010
40,9018908110
40,9018509000
40,9018909000
41,3006922090
41,3006922090
41,3006922010
41,9705290000
41,3824992210
41,9705210000
41,9705290000
41,3824992210
41,3006600000
41,9705220000
41,9705210000
41,2941901000
41,9705220000
41,2939801010
41,382499905
41,3006922010
41,3824998000
41,2941201000
41,2939801010
41,382499905
41,3824999040
41,3824998000
41,3006923000
41,3006924000
41,2936220000
41,3006600000
41,3006924000
41,3006923000
41,3006925000
41,3006925000
41,3006922031
41,3006922031
41,3006922032
41,3006922032
41,300692203
41,300692203
41,3006922020
41,3006922020
41,3006921090
41,3006921090
42,8467810000
42,8205599000
42,8207703000
42,8207901000
42,8207704000
42,8205593000
42,8207709000
42,8207809000
42,8207909000
42,8205591000
42,8207701000
42,8467891090
42,8203209000
42,8467899000
42,8203300000
42,8205510000
42,8467891010
42,8467891020
42,8207801000
42,8203100000
43,3006922090
43,3006921090
43,3403991000
43,3403992000
43,3403999000
43,3402502000
43,3006600000
43,3403911000
43,3403912000
43,3403919000
43,3402501000
43,3006924000
43,3304209000
43,3006923000
43,3006925000
43,3006922031
43,3006922032
43,300692203
43,3006922020
43,3006922010
44,8471499000
44,8471802000
44,8471900000
44,8471300000
44,8471702039
44,8471709000
44,8471702090
44,8471702020
44,8471702031
44,847170203
44,8471702033
44,8471491090
44,8471702032
44,8471419000
44,8471809000
44,8471491020
44,8471491010
44,8471412000
44,8471411000
44,8471801000
45,4016100000
45,4016920000
45,4008191000
45,4008291000
45,3812109000
45,4016951000
45,4014909000
45,3812200000
45,3812102000
45,3812101000
45,4008119000
45,4016992000
45,4008219000
45,4016999000
45,4016959000
45,4016991090
45,4008199000
45,4008299000
45,4016953000
45,4016952000
46,3006922090
46,3006921090
46,3403991000
46,3403992000
46,3403999000
46,3402502000
46,3006600000
46,3403911000
46,3403912000
46,3403919000
46,3402501000
46,3006924000
46,3304209000
46,3006923000
46,3006925000
46,3006922031
46,3006922032
46,300692203
46,3006922020
46,3006922010
47,8523802010
47,8604004000
47,9027100000
47,9616200000
47,9027909091
47,9027891000
47,2918991000
47,2918301000
47,9102299000
47,9102291000
47,3821000000
47,8523592010
47,2101129090
47,8523499010
47,8523491010
47,8523292010
47,8523512010
47,8473303000
47,8473309010
47,8604009000
48,8802602000
48,9306900000
48,9306290000
48,8802409000
48,8802209000
48,8802111000
48,8802121000
48,9306309000
48,9306210000
48,8802403000
48,8802203000
48,8802601090
48,8802401000
48,8428702000
48,8802603000
48,8802601010
48,8427103000
48,8807902000
48,8802119000
48,8802129000
49,8406100000
49,8406820000
49,8406813000
49,8410901010
49,8410909010
49,8410111000
49,8406811000
49,8406812000
49,8410130000
49,8410120000
49,8411991000
49,8406909000
49,8411911000
49,8406901000
49,8411811000
49,8411821000
49,8411819090
49,8411829090
49,8411819010
49,8411829010
50,8414599000
50,8414809190
50,8414200000
50,8414809110
50,8414909010
50,8414400000
50,8414809230
50,8414809210
50,8414109090
50,8414109010
50,8414101000
50,8414591000
50,8414301000
50,8414592000
50,8414901000
50,8414519000
50,8414511000
50,8414909020
50,8414909090
50,8414809900
51,3824992210
51,2833251000
51,2930201010
51,2930202010
51,2934994000
51,2939801010
51,2941901000
51,3808921000
51,3808911000
51,2919901010
51,2918991000
51,2935904000
51,2918301000
51,2931901000
51,2930902000
51,2926903000
51,2933921000
51,2933999010
51,2932999010
51,2932209091
52,8419899010
52,5702490000
52,8419899050
52,8422409010
52,5702910000
52,8438109000
52,8419899080
52,9403890000
52,8438501000
52,8422404000
52,6805300000
52,8419891000
52,8438501000
52,9403830000
52,8419899070
52,8422409090
52,9406909000
52,8422409010
52,8422902000
52,9403820000
52,8438400000
52,8419891000
52,4602199000
52,8422404000
52,8422409030
52,9406100000
52,8419899060
52,8419899070
52,8546100000
52,8419810000
52,8438400000
52,6213900000
52,8438300000
52,8419899020
52,5702390000
52,8419899010
52,8431430000
52,4602120000
52,8422409090
52,8419899040
52,5702990000
52,8419899020
52,8419899030
52,5702920000
52,8419899030
52,8419899050
52,5702320000
52,8419899040
52,8438101000
