id,value
52,5702420000
52,8438101000
52,8419899090
52,8457200000
52,8419899090
52,8438809000
52,5702310000
52,8438809000
52,8438109000
52,5702410000
52,8419899080
53,4011809090
53,8431430000
53,8422409020
53,8438101000
53,8433520000
53,8422909000
53,8422200000
53,8419899010
53,8433590000
53,8419899020
53,8419899040
53,4011801090
53,8419899030
53,4011809010
53,4011801010
53,8422409010
53,8422404000
53,8422409090
53,8422902000
53,8422409030
54,2935904000
54,2833251000
54,2930202010
54,2930201010
54,2934994000
54,2939801010
54,2941901000
54,3808921000
54,3808911000
54,2919901010
54,2918991000
54,2931901000
54,2918301000
54,3824992210
54,2930902000
54,2926903000
54,2933921000
54,2933999010
54,2932999010
54,2932209091
55,4707100000
55,8441400000
55,8441801000
55,8439303000
55,4802549010
55,4707200000
55,4802541010
55,8439201000
55,4802100000
55,4812000000
55,4804312000
55,8439209000
55,4802571010
55,8439309000
55,4802579010
55,8439202000
55,8439303000
55,8439100000
55,4804393000
55,4823200000
55,4804392000
55,4822900000
55,8441400000
55,4706100000
55,4802559010
55,8439910000
55,4802200000
55,8441900000
55,4802611010
55,8441809000
55,4802619010
55,8441801000
55,4802581010
55,4823700000
55,4802582010
55,4706200000
55,4802589010
55,4701001000
55,4804313000
55,8441100000
56,1702199000
56,130219903
56,1302199020
56,1302191210
56,1302191110
56,2101119000
56,1702119000
56,1302199091
56,1302199032
56,1302199010
56,2101111000
56,1702202000
56,1806902910
56,2106902000
56,1702302000
56,1702402000
56,1702602000
56,1702191000
56,1302191220
56,1302191120
57,2705000000
57,2713200000
57,271020974
57,2710194010
57,271020975
57,2710194020
57,2710913000
57,2710209300
57,2710911020
57,2710191010
57,2710209410
57,2710192020
57,2710209420
57,2710209751
57,271020971
57,271020972
57,2710209742
57,2713120000
57,2710209731
57,2713110000
57,2710209751
57,271020974
57,2710991020
57,2713900000
57,2710209510
57,2710192010
57,2710993000
57,2710209410
57,2711110000
57,2710209420
57,2710125000
57,2709001090
57,2710201050
57,2710209110
57,2710209300
57,2710209220
57,2710193000
57,2710992010
57,271020972
57,2710209210
58,3102101000
58,3102101000
58,106903090
58,2932999010
58,2932209091
58,2932209091
58,2833251000
58,2833251000
58,2930201010
58,2930202010
58,2930202010
58,2930201010
58,2934994000
58,2934994000
58,2939801010
58,2939801010
58,2941901000
58,2941901000
58,3824992210
58,102909090
58,2919901010
58,106195090
58,2935904000
58,106903090
58,2918301000
58,106196090
58,2931901000
58,106909000
58,2930902000
58,2935904000
58,2926903000
58,2931901000
58,2933921000
58,2930902000
58,2933999010
58,2926903000
58,2932999010
58,2933921000
58,106909000
58,2933999010
59,8441400000
59,8439303000
59,4707200000
59,8439201000
59,4812000000
59,8439209000
59,8439309000
59,8439202000
59,8439100000
59,4823200000
59,4822900000
59,4706100000
59,8439910000
59,8441900000
59,8441809000
59,8441801000
59,4823700000
59,4706200000
59,4701001000
59,8441100000
60,5705000000
60,5904100000
60,5704200000
60,5703390000
60,5703290000
60,7013990000
60,5904900000
60,5703210000
60,5703310000
60,7013910000
60,5702500000
60,5701900000
60,6304990000
60,5703900000
60,5704900000
60,5702200000
60,5701100000
60,5703100000
60,5704100000
60,4016910000
61,8523802010
61,8419899050
61,8485800000
61,8419899090
61,8419899080
61,8485900000
61,9010501000
61,8419891000
61,9506190000
61,8442300000
61,8419899070
61,8473303000
61,8419899010
61,8473309010
61,8523592010
61,8523491010
61,8523499010
61,8523292010
61,8523512010
61,8535902000
62,3506919000
62,3926904000
62,3707901020
62,3707902090
62,3707901090
62,3707909900
62,5906100000
62,3707903000
62,3707909200
62,3707901010
62,3707902010
62,3506911000
62,4811490000
62,3506999000
62,3506991000
62,3506109000
62,3506101000
62,3506102000
62,3005101000
62,3005109000
63,3402429000
63,2501009090
63,3402390000
63,2501009010
63,2501001010
63,2501001020
63,2501009020
63,3402509000
63,3707909300
63,3402903000
63,3402902000
63,3402490000
63,3402901000
63,3402410000
63,3402421000
63,3402310000
63,3204200000
63,3824997300
63,3824997400
63,3809100000
64,810909000
64,813402000
64,810500000
64,810600000
64,810905000
64,2005992000
64,2005991000
64,2009892000
64,2005910000
64,2007919000
64,2001901000
64,709999000
64,2009891090
64,813409000
64,805900000
64,810709000
64,810100000
64,2005999000
64,810903000
64,813401000
65,8708991040
65,8704601010
65,8704901010
65,8704909090
65,8708951000
65,8714990000
65,8708100000
65,8708400000
65,8704609010
65,8704609090
65,8708700000
65,8708991020
65,8708309000
65,8708991050
65,8708991010
65,8708991030
65,8708959000
65,8708999000
65,8708910000
65,8708930000
66,901120000
66,2101209011
66,2101209019
66,2101209090
66,2101121000
66,2101201000
66,210120901
66,2101129090
66,2101129010
66,2106909010
66,2101119000
66,901110000
66,1107209000
66,901210000
66,901220000
66,901902000
66,901901000
66,2101309000
66,2101301000
66,2101111000
67,8534009000
67,8542391000
67,8542321090
67,8542314000
67,8542394000
67,8542332000
67,8542322000
67,8542333000
67,8542323000
67,8542331000
67,8542334000
67,8549399000
67,8542324000
67,8549392000
67,8549391000
67,8542312000
67,8542313000
67,8542392000
67,8542311000
67,8542393000
69,7322909010
69,8414809190
69,8414809900
69,8414909090
69,7322112000
69,7322192000
69,8414809110
69,7322111000
69,7322191000
69,8414809230
69,8414809210
69,7322909020
69,8414109090
69,8414200000
69,8414909020
69,8414400000
69,7322909030
69,7322901000
69,8418610000
69,9304001000
70,7204490000
70,7204290000
70,7602009000
70,7204100000
70,7204410000
70,8109310000
70,7204210000
70,4707900000
70,7404000000
70,8549999000
70,7503000000
70,8109390000
70,7902000000
70,8104200000
70,8102970000
70,8108300000
70,7602001000
70,8103300000
70,8110200000
70,8101970000
71,8807909000
71,9706902000
71,8704901020
71,9208900000
71,8704901010
71,9209910000
71,8901901000
71,8807301000
71,8901902000
71,9018902010
71,9018908110
71,9209309000
71,903289409
71,9209940000
71,9209920000
71,9209301000
71,8704909090
71,9208100000
71,3006921090
71,9209990000
72,1007900000
72,1904909000
72,4104410000
72,1904901010
72,1104220000
72,1104292000
72,1104230000
72,1104299000
72,1201101000
72,1104291000
72,4104110000
72,1007100000
72,8437101000
72,1104120000
72,1104192000
72,1806903091
72,1104191000
72,1104199000
72,1904300000
72,1904901090
73,7616100000
73,8202392090
73,7318153000
73,8202399000
73,8202101000
73,7318152000
73,8202310000
73,7415109000
73,7318230000
73,7318160000
73,7318130000
73,7415330000
73,7415390000
73,8202400000
73,8202200000
73,8202911000
73,8202393000
73,8202999000
73,8202109000
73,8202919000
74,2208906000
74,2208201000
74,2208701000
74,2208702000
74,2207101000
74,2204219000
74,2204299000
74,2204229000
74,2208909000
74,2208309000
74,2208600000
74,2204211000
74,2208907000
74,2204291000
74,2204221000
74,2204292000
74,2204212000
74,2204222000
74,2208209000
74,2204100000
75,8419899010
75,8422409010
75,8419899080
75,8422404000
75,8438501000
75,8422409090
75,8422902000
75,8419891000
75,8422409030
75,8419899070
75,8438400000
75,8419899020
75,8431430000
75,8419899040
75,8419899030
75,8419899050
75,8438101000
75,8419899090
75,8438809000
75,8438109000
76,7005292091
76,5204190000
76,7005296020
76,7005297020
76,7005294020
76,7005298020
76,7005293020
76,7005292092
76,7005291092
76,7005295020
76,7005299020
76,7005297010
76,7015901000
76,7005293010
76,7005294010
76,7005295010
76,7005296010
76,7005291091
76,7005298010
76,7005299010
77,3006922090
77,3006921090
77,2939801010
77,9705290000
77,382499905
77,9705210000
77,9705220000
77,3824998000
77,3006600000
77,3824993990
77,3824992900
77,3006923000
77,3824992290
77,3006924000
77,3006925000
77,3006922031
77,3006922032
77,3824992210
77,300692203
77,3006922020
78,4011809090
78,8431430000
78,8422409020
78,8438101000
78,8433520000
78,8422909000
78,8422200000
78,8419899010
78,8433590000
78,8419899020
78,8419899040
78,4011801090
78,8419899030
78,4011809010
78,4011801010
78,8422409010
78,8422404000
78,8422409090
78,8422902000
78,8422409030
80,8412909000
80,8704419010
80,8704439010
80,8706002000
80,8706004000
80,8706005000
80,8706003000
80,8706001000
80,8704609010
80,8704521020
80,8704511020
80,8412901090
80,8704511010
80,8412800000
80,8704519010
80,8704529010
80,8704609090
80,8704909090
80,8704529090
80,8704519090
81,5107101000
81,5801100000
81,8446290000
81,5106109000
81,7019801000
81,8446301010
81,7019809000
81,5107109000
81,6806102000
81,6806101000
81,8446210000
81,5106101000
81,5107209000
81,8446100000
81,5112111000
81,5111111000
81,8446309000
81,8446301090
81,5112191000
81,5111191000
82,8542900000
82,8549392000
82,8542321030
82,8549391000
82,8543901000
82,8549319000
82,9403910000
82,8542332000
82,8542322000
82,8542333000
82,8542323000
82,8549999000
82,8542331000
82,8542321090
82,8549399000
82,8542392000
82,8542393000
82,9403990000
82,8542391000
82,8542394000
83,8708991040
83,8704601010
83,8704901010
83,8704909090
83,8708951000
83,8714990000
83,8708100000
83,8708400000
83,8704609010
83,8704609090
83,8708700000
83,8708991020
83,8708309000
83,8708991050
83,8708991010
83,8708991030
83,8708959000
83,8708999000
83,8708910000
83,8708930000
84,4817100000
84,9608301000
84,3926109000
84,9608400000
84,4820200000
84,4820500000
84,9608100000
84,9608911000
84,9608999000
84,3926102000
84,9608991000
84,4817300000
84,4820400000
84,4817200000
84,9403609010
84,9704000000
84,4820300000
84,3926101000
84,4820900000
84,9608309000
85,9018419000
85,9018901000
85,9018209000
85,9018498000
85,9018499000
85,9018902010
85,9018908110
85,9018509000
85,9402101000
85,9018903000
85,9018501010
85,9018411000
85,9018493000
85,9018902090
85,9018908900
85,9018908190
85,9018909000
85,9018492000
85,9018491000
85,9018501090
86,3915909090
86,3921193090
86,3921192090
86,3921191090
86,3915903000
86,3920999090
86,3920920000
86,3920991000
86,3920930000
86,3921199020
86,3920940000
86,3921199090
86,3921194010
86,3915905000
86,3915902000
86,3915901000
86,3915909030
86,3915909010
86,3915904000
86,3921194090
87,6205200000
87,4303101300
87,4303101100
87,4303101600
87,4303102600
87,4303102100
87,4303102920
87,4203103070
87,4203103050
87,4203102000
87,6105100000
87,6205900000
87,4203109010
87,4303101900
87,4303102990
87,4203109090
87,4203101090
87,4203103090
87,6205301000
87,6205302000
88,6810999000
88,2523909000
88,2523290000
88,2523210000
88,3816001000
88,3816009090
88,8464902000
88,6810199000
88,3824400000
88,3816002000
88,6810910000
88,6810992000
88,6809900000
88,6810111000
88,3816003000
88,6810993000
88,2523100000
88,2523901000
88,6810112000
88,2523300000
89,1007900000
89,1904300000
89,1904909000
89,1904901090
89,4104410000
89,1904901010
89,1104220000
89,1104292000
89,1104230000
89,1104299000
89,2005512000
89,1007100000
89,2005511000
89,1104120000
89,1104192000
89,1806903091
89,1201101000
89,1104191000
89,1104199000
89,1201903000
91,4011809090
91,8431430000
91,8422409020
91,8438101000
91,8433520000
91,8422909000
91,8422200000
91,8419899010
91,8433590000
91,8419899020
91,8419899040
91,4011801090
91,8419899030
91,4011809010
91,4011801010
91,8422409010
91,8422404000
91,8422409090
91,8422902000
91,8422409030
92,8466931000
92,8467891010
92,8207801000
92,8467891020
92,8207901000
92,8207703000
92,8466209000
92,8466201000
92,8467810000
92,8466300000
92,8441100000
92,8466940000
92,8207709000
92,8466910000
92,8466920000
92,8466939000
92,8203300000
92,8467899000
92,8467891090
92,8466100000
93,8542900000
93,8549392000
93,8542321030
93,8549391000
93,8543901000
93,8549319000
93,9403910000
93,8542332000
93,8542322000
93,8542333000
93,8542323000
93,8549999000
93,8542331000
93,8542321090
93,8549399000
93,8542392000
93,8542393000
93,9403990000
93,8542391000
93,8542394000
94,4203400000
94,4303102600
94,4303102920
94,4303102200
94,4303101200
94,4303900000
94,6117900000
94,6117800000
94,4203101090
94,4203109090
94,4203103090
94,4303102990
94,4015902000
94,4303101900
94,6217900000
94,6217100000
94,4303101300
94,4303102100
94,4303101600
94,4303101100
95,2811199000
95,2811229010
95,2811111000
95,2811221000
95,2825902090
95,2825901090
95,2825502090
95,2825909000
95,2825309000
95,2811210000
95,2825109000
95,2811299000
95,2811291000
95,2811229090
95,2811196000
95,2811192000
95,2811193000
95,2825502010
95,2811120000
95,2811119000
96,4707100000
96,8441801000
96,4802549010
96,4802541010
96,4802100000
96,4804312000
96,4802571010
96,4802579010
96,8439303000
96,4804393000
96,4804392000
96,8441400000
96,4802559010
96,4802200000
96,4802611010
96,4802619010
96,4802581010
96,4802582010
96,4802589010
96,4804313000
97,3006922090
97,3006922010
97,3006500000
97,3006921010
97,3006910000
97,8807909000
97,8704909090
97,3006600000
97,8704901020
97,8704901010
97,8901901000
97,3006923000
97,3006402000
97,3006924000
97,3006925000
97,3006921090
97,3006922031
97,3006922032
97,300692203
97,3006922020
98,8446100000
98,5801360000
98,5801370000
98,5801330000
98,5801320000
98,5801310000
98,5007903000
98,5801900000
98,6305390000
98,5515910000
98,6001920000
98,8446309000
98,5007100000
98,8446301090
98,8446290000
98,8446301010
98,8446210000
98,8446303000
98,8446302000
98,5911100000
99,3915909090
99,3921194090
99,3921193090
99,3921192090
99,3915903000
99,3920999090
99,3920920000
99,3920991000
99,3920930000
99,3921199020
99,3920940000
99,3921199090
99,3921194010
99,3915905000
99,3915902000
99,3915901000
99,3915909030
99,3915909010
99,3915904000
99,3921191090
100,8454309000
100,7403291010
